-3.376e-09-7.0095e+07i,-3.376e-09+7.0095e+07i,-4.8894e-09-4.4969e+07i,-4.8894e-09+4.4969e+07i,-3.7253e-09-1.782e+07i,-3.7253e-09+1.782e+07i,1.4552e-10-6.7634e+06i,1.4552e-10+6.7634e+06i,2.3283e-10-4.2168e+06i,2.3283e-10+4.2168e+06i,3.3178e-09-2.9346e+06i,3.3178e-09+2.9346e+06i,-2.6193e-10-1.5609e+06i,-2.6193e-10+1.5609e+06i,-8.7311e-10-8.6051e+05i,-8.7311e-10+8.6051e+05i,1.5144e-09-3.969e+05i,1.5144e-09+3.969e+05i,8.4401e-10-2.0628e+05i,8.4401e-10+2.0628e+05i,2.0373e-10-1.3312e+05i,2.0373e-10+1.3312e+05i,-4.3656e-11-14143i,-4.3656e-11+14143i
-2.3283e-09-5.5301e+07i,-2.3283e-09+5.5301e+07i,-2.9104e-10-4.2731e+07i,-2.9104e-10+4.2731e+07i,-8.4401e-10-1.7027e+07i,-8.4401e-10+1.7027e+07i,2.2992e-09-7.0639e+06i,2.2992e-09+7.0639e+06i,-5.0932e-11-3.6259e+06i,-5.0932e-11+3.6259e+06i,8.6584e-10-2.2829e+06i,8.6584e-10+2.2829e+06i,-5.5297e-10-1.0242e+06i,-5.5297e-10+1.0242e+06i,2.4738e-10-7.9682e+05i,2.4738e-10+7.9682e+05i,2.6739e-10-3.4717e+05i,2.6739e-10+3.4717e+05i,-1.4552e-11-1.8158e+05i,-1.4552e-11+1.8158e+05i,-7.276e-12-93151i,-7.276e-12+93151i,-3.2287e-10-9214.5i,-3.2287e-10+9214.5i
1.0477e-09-5.7733e+07i,1.0477e-09+5.7733e+07i,-1.6298e-09-5.3665e+07i,-1.6298e-09+5.3665e+07i,-5.8208e-10-1.8021e+07i,-5.8208e-10+1.8021e+07i,-1.8626e-09-6.7393e+06i,-1.8626e-09+6.7393e+06i,0-4.9455e+06i,0+4.9455e+06i,2.1537e-09-2.3903e+06i,2.1537e-09+2.3903e+06i,-2.8376e-10-1.1408e+06i,-2.8376e-10+1.1408e+06i,1.3097e-09-6.7773e+05i,1.3097e-09+6.7773e+05i,3.929e-10-3.6267e+05i,3.929e-10+3.6267e+05i,-1.8917e-10-1.6926e+05i,-1.8917e-10+1.6926e+05i,-7.5306e-10-1.0312e+05i,-7.5306e-10+1.0312e+05i,4.5861e-10-30000i,4.5861e-10+30000i
-4.6566e-10-6.7517e+07i,-4.6566e-10+6.7517e+07i,-1.1642e-09-3.3644e+07i,-1.1642e-09+3.3644e+07i,-1.0332e-09-1.8608e+07i,-1.0332e-09+1.8608e+07i,-2.3283e-10-8.1412e+06i,-2.3283e-10+8.1412e+06i,-8.7311e-10-4.3958e+06i,-8.7311e-10+4.3958e+06i,5.8208e-11-2.8354e+06i,5.8208e-11+2.8354e+06i,-2.9104e-10-1.5338e+06i,-2.9104e-10+1.5338e+06i,-9.1677e-10-7.3967e+05i,-9.1677e-10+7.3967e+05i,-1.4697e-09-4.4882e+05i,-1.4697e-09+4.4882e+05i,-5.748e-10-1.788e+05i,-5.748e-10+1.788e+05i,-2.0918e-10-93780i,-2.0918e-10+93780i,-2.5466e-11-35014i,-2.5466e-11+35014i
-9.3132e-10-6.3146e+07i,-9.3132e-10+6.3146e+07i,1.1642e-09-3.9323e+07i,1.1642e-09+3.9323e+07i,0-2.3073e+07i,0+2.3073e+07i,-1.9791e-09-7.1041e+06i,-1.9791e-09+7.1041e+06i,5.2387e-10-4.1323e+06i,5.2387e-10+4.1323e+06i,2.0373e-10-2.0031e+06i,2.0373e-10+2.0031e+06i,-1.688e-09-1.6581e+06i,-1.688e-09+1.6581e+06i,-5.2387e-10-8.7764e+05i,-5.2387e-10+8.7764e+05i,-7.7125e-10-4.0388e+05i,-7.7125e-10+4.0388e+05i,-6.2664e-10-2.5154e+05i,-6.2664e-10+2.5154e+05i,-3.7471e-10-1.0566e+05i,-3.7471e-10+1.0566e+05i,4.2064e-11-42684i,4.2064e-11+42684i
7.1013e-09-1.0423e+08i,7.1013e-09+1.0423e+08i,1.9791e-09-6.1178e+07i,1.9791e-09+6.1178e+07i,-8.1491e-10-2.0548e+07i,-8.1491e-10+2.0548e+07i,9.3132e-10-9.2866e+06i,9.3132e-10+9.2866e+06i,1.6298e-09-5.5846e+06i,1.6298e-09+5.5846e+06i,1.6298e-09-4.3849e+06i,1.6298e-09+4.3849e+06i,-7.3487e-10-2.0298e+06i,-7.3487e-10+2.0298e+06i,-5.0568e-10-9.787e+05i,-5.0568e-10+9.787e+05i,-8.8767e-10-7.7727e+05i,-8.8767e-10+7.7727e+05i,6.6939e-10-5.2259e+05i,6.6939e-10+5.2259e+05i,3.2014e-10-2.026e+05i,3.2014e-10+2.026e+05i,-1.4489e-10-711.63i,-1.4489e-10+711.63i
-1.1642e-09-9.4404e+07i,-1.1642e-09+9.4404e+07i,7.4506e-09-5.2264e+07i,7.4506e-09+5.2264e+07i,5.8208e-10-2.3426e+07i,5.8208e-10+2.3426e+07i,-1.1059e-09-8.2683e+06i,-1.1059e-09+8.2683e+06i,1.7462e-09-6.342e+06i,1.7462e-09+6.342e+06i,6.9849e-10-3.0522e+06i,6.9849e-10+3.0522e+06i,1.2806e-09-2.1189e+06i,1.2806e-09+2.1189e+06i,8.4401e-10-1.1449e+06i,8.4401e-10+1.1449e+06i,2.4738e-10-6.5525e+05i,2.4738e-10+6.5525e+05i,-3.929e-10-4.36e+05i,-3.929e-10+4.36e+05i,1.6098e-09-85986i,1.6098e-09+85986i,-1.4961e-10-13453i,-1.4961e-10+13453i
3.3178e-09-6.917e+07i,3.3178e-09+6.917e+07i,0-3.3906e+07i,0+3.3906e+07i,-1.1059e-09-1.105e+07i,-1.1059e-09+1.105e+07i,4.6566e-10-5.8272e+06i,4.6566e-10+5.8272e+06i,8.4401e-10-4.1132e+06i,8.4401e-10+4.1132e+06i,-1.1642e-10-2.0787e+06i,-1.1642e-10+2.0787e+06i,-3.1432e-09-1.4134e+06i,-3.1432e-09+1.4134e+06i,0-1.0131e+06i,0+1.0131e+06i,-9.4587e-11-3.5641e+05i,-9.4587e-11+3.5641e+05i,1.4552e-10-2.1266e+05i,1.4552e-10+2.1266e+05i,-4.0018e-10-1.3068e+05i,-4.0018e-10+1.3068e+05i,-4.3156e-10-13289i,-4.3156e-10+13289i
-2.794e-09-6.0183e+07i,-2.794e-09+6.0183e+07i,-4.6566e-10-3.1469e+07i,-4.6566e-10+3.1469e+07i,3.7835e-10-1.2071e+07i,3.7835e-10+1.2071e+07i,0-7.2247e+06i,0+7.2247e+06i,-1.4552e-10-3.8677e+06i,-1.4552e-10+3.8677e+06i,2.3283e-10-2.6158e+06i,2.3283e-10+2.6158e+06i,1.0477e-09-1.2119e+06i,1.0477e-09+1.2119e+06i,4.1655e-10-5.711e+05i,4.1655e-10+5.711e+05i,3.638e-11-3.3795e+05i,3.638e-11+3.3795e+05i,3.7471e-10-2.0414e+05i,3.7471e-10+2.0414e+05i,2.9468e-10-87917i,2.9468e-10+87917i,-1.4029e-10-7368.5i,-1.4029e-10+7368.5i
1.1642e-09-3.98e+07i,1.1642e-09+3.98e+07i,-3.2596e-09-2.3514e+07i,-3.2596e-09+2.3514e+07i,-5.5297e-10-8.024e+06i,-5.5297e-10+8.024e+06i,-2.3283e-10-5.3155e+06i,-2.3283e-10+5.3155e+06i,0-2.3448e+06i,0+2.3448e+06i,1.1642e-10-1.464e+06i,1.1642e-10+1.464e+06i,7.567e-10-1.0962e+06i,7.567e-10+1.0962e+06i,6.1118e-10-4.848e+05i,6.1118e-10+4.848e+05i,2.0736e-10-3.0369e+05i,2.0736e-10+3.0369e+05i,2.9104e-11-1.5535e+05i,2.9104e-11+1.5535e+05i,-1.1187e-10-52075i,-1.1187e-10+52075i,1.603e-10-9013.9i,1.603e-10+9013.9i
